status,state,city,recalling_firm,reason_for_recall,year
Ongoing,MN,Crookston,sunopta food and grain inc,sunopta is recalling sunflower kernel products that have the potential to be contaminated with listeria monocytogenes      expanded 5/18/2016    sunopta expanded their recall of roasted sunflower kernel products to include the production dates of february 20 - april 26 2016 due to potential listeria monocytogenes contamination      2nd expansion 5/31/2016  sunopta expanded their recall to include product produced at their crookston mn facility still within expiry to include the production dates of may 31 2015 thru january 31 2016,2016
Ongoing,MN,Crookston,sunopta food and grain inc,sunopta is recalling sunflower kernel products that have the potential to be contaminated with listeria monocytogenes      expanded 5/18/2016    sunopta expanded their recall of roasted sunflower kernel products to include the production dates of february 20 - april 26 2016 due to potential listeria monocytogenes contamination      2nd expansion 5/31/2016  sunopta expanded their recall to include product produced at their crookston mn facility still within expiry to include the production dates of may 31 2015 thru january 31 2016,2016
Ongoing,MN,Crookston,sunopta food and grain inc,sunopta is recalling sunflower kernel products that have the potential to be contaminated with listeria monocytogenes      expanded 5/18/2016    sunopta expanded their recall of roasted sunflower kernel products to include the production dates of february 20 - april 26 2016 due to potential listeria monocytogenes contamination      2nd expansion 5/31/2016  sunopta expanded their recall to include product produced at their crookston mn facility still within expiry to include the production dates of may 31 2015 thru january 31 2016,2016
Ongoing,MN,Crookston,sunopta food and grain inc,sunopta is recalling sunflower kernel products that have the potential to be contaminated with listeria monocytogenes      expanded 5/18/2016    sunopta expanded their recall of roasted sunflower kernel products to include the production dates of february 20 - april 26 2016 due to potential listeria monocytogenes contamination      2nd expansion 5/31/2016  sunopta expanded their recall to include product produced at their crookston mn facility still within expiry to include the production dates of may 31 2015 thru january 31 2016,2016
Ongoing,MN,Crookston,sunopta food and grain inc,sunopta is recalling sunflower kernel products that have the potential to be contaminated with listeria monocytogenes      expanded 5/18/2016    sunopta expanded their recall of roasted sunflower kernel products to include the production dates of february 20 - april 26 2016 due to potential listeria monocytogenes contamination      2nd expansion 5/31/2016  sunopta expanded their recall to include product produced at their crookston mn facility still within expiry to include the production dates of may 31 2015 thru january 31 2016,2016
Ongoing,MN,Crookston,sunopta food and grain inc,sunopta is recalling sunflower kernel products that have the potential to be contaminated with listeria monocytogenes      expanded 5/18/2016    sunopta expanded their recall of roasted sunflower kernel products to include the production dates of february 20 - april 26 2016 due to potential listeria monocytogenes contamination       2nd expansion 5/31/2016  sunopta expanded their recall to include product produced at their crookston mn facility still within expiry to include the production dates of may 31 2015 thru january 31 2016,2016
Ongoing,MN,Crookston,sunopta food and grain inc,sunopta is recalling sunflower kernel products that have the potential to be contaminated with listeria monocytogenes      expanded 5/18/2016    sunopta expanded their recall of roasted sunflower kernel products to include the production dates of february 20 - april 26 2016 due to potential listeria monocytogenes contamination      2nd expansion 5/31/2016  sunopta expanded their recall to include product produced at their crookston mn facility still within expiry to include the production dates of may 31 2015 thru january 31 2016,2016
Ongoing,PA,Pittsburgh,giant eagle inc,giant eagle supplier sunopta has informed giant eagle of the expansion of their sunflower kernel recall due to possible listeria monocytogenes contamination giant eagle repacked the sunflower kernels under the market district label which were sold in the bulk section of 12 of its market district stores giant eagle has expanded their recall to include all lots of sunflower seeds,2016
Ongoing,WA,Tacoma,brown & haley inc,mountain thins trail mix flavor net wt 53 oz is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,OH,Cincinnati,the kroger co,the firm was notified by their supplier that the product may be contaminated with listeria monocytogenes,2016
Ongoing,OH,Cincinnati,the kroger co,the firm was notified by their supplier that the product may be contaminated with listeria monocytogenes,2016
Ongoing,PA,York,bickel's snack foods inc,golden gourmet veggie chips are being recalled due to an undeclared milk allergen ranch flavored veggie chips which contain a milk ingredient were packed in plain veggie chip bags ,2016
Ongoing,TX,Houston,pita pal foods lp,product may be contaminated with listeria monocytogenes,2016
Ongoing,TX,Houston,pita pal foods lp,product may be contaminated with listeria monocytogenes,2016
Ongoing,TX,Houston,pita pal foods lp,product may be contaminated with listeria monocytogenes,2016
Ongoing,TX,Houston,pita pal foods lp,product may be contaminated with listeria monocytogenes,2016
Ongoing,NC,Greensboro,creative snacks co llc,potential presence of listeria monocytogenes,2016
Ongoing,NC,Greensboro,creative snacks co llc,potential presence of listeria monocytogenes,2016
Ongoing,NC,Greensboro,creative snacks co llc,potential presence of listeria monocytogenes,2016
Ongoing,NC,Greensboro,creative snacks co llc,potential presence of listeria monocytogenes,2016
Ongoing,NC,Greensboro,creative snacks co llc,potential presence of listeria monocytogenes,2016
Ongoing,NC,Greensboro,creative snacks co llc,potential presence of listeria monocytogenes,2016
Ongoing,NC,Greensboro,creative snacks co llc,potential presence of listeria monocytogenes,2016
Ongoing,CA,Fullerton,pulmuone foods usa,pulmuone foods is recalling noodles because it contains undeclared milk,2016
Ongoing,CA,Fullerton,pulmuone foods usa,pulmuone foods is recalling noodles because it contains undeclared milk,2016
Ongoing,CA,Fullerton,pulmuone foods usa,pulmuone foods is recalling noodles because it contains undeclared milk,2016
Ongoing,NE,Omaha,conagra foods inc,organic super sweet corn (yellow/gold) and organic super sweet cut corn are recalled due to the potential to be contaminated with listeria monocytogenes ,2016
Ongoing,NE,Omaha,conagra foods inc,cut green beans are recalled due to the potential to be contaminated with listeria monocytogenes  ,2016
Ongoing,NE,Omaha,conagra foods inc,organic peas are recalled due to the potential to be contaminated with listeria monocytogenes  ,2016
Ongoing,NE,Omaha,conagra foods inc,organic mixed vegetables are recalled due to the potential to be contaminated with listeria monocytogenes  ,2016
Ongoing,WA,Stanwood,twin city foods inc,central market organic peas recalled due to the potential for these products to be contaminated with listeria monocytogenes ,2016
Ongoing,WA,Stanwood,twin city foods inc,organics mixed vegetables are recalled due to the potential for these products to be contaminated with listeria monocytogenes ,2016
Ongoing,FL,Lakeland,publix super markets inc,potential contamination with listeria monocytogenes,2016
Ongoing,TX,Dallas,el gordo spices llc,product is being recalled due to the failure of declaration of sulfites on the label,2016
Ongoing,TX,Dallas,el gordo spices llc,product is being recalled due to the failure of declaration of sulfites on the label,2016
Ongoing,IL,Chicago,schulze & burch biscuit co,a supplier of one of the ingredients in the protein chewy bars informed firm of listeria monocytogenes positive ,2016
Ongoing,CA,Chula Vista,lets talk health inc,undeclared whey protein which contains milk and soy lecithin,2016
Ongoing,CA,Chula Vista,lets talk health inc,undeclared whey protein which contains milk and soy lecithin,2016
Ongoing,CA,Chula Vista,lets talk health inc,undeclared whey protein which contains milk and soy lecithin,2016
Ongoing,CA,Chula Vista,lets talk health inc,undeclared whey protein which contains milk and soy lecithin,2016
Ongoing,CA,Chula Vista,lets talk health inc,undeclared whey protein which contains milk and soy lecithin,2016
Ongoing,CA,Chula Vista,lets talk health inc,undeclared whey protein which contains milk and soy lecithin,2016
Ongoing,IL,Bridgeport,rucker's wholesale & service co inc,ingredient in the trail mix may be contaminated with listeria  monocytogenes,2016
Ongoing,OR,Salem,norpac foods inc (plant #8),natural directions organic green peas are recalled because they have the potential to be contaminated with listeria monocytogenes  ,2016
Ongoing,OR,Salem,norpac foods inc (plant #8),organic mixed vegetables are recalled because they have the potential to be contaminated with listeria monocytogenes  ,2016
Ongoing,NC,Greensboro,harris teeter distribution ctr,potential contamination with listeria monocytogenes,2016
Ongoing,NC,Greensboro,harris teeter distribution ctr,potential contamination with listeria monocytogenes,2016
Ongoing,OH,Cincinnati,the kroger co,the firm was notified by their supplier that the product maybe contaminated with listeria monocytogenes,2016
Ongoing,SD,Clark,dakota style inc,dakota style foods is recalling certain sunflower kernel products because they may be contaminated with listeria monocytogenes  ,2016
Ongoing,SD,Clark,dakota style inc,dakota style foods is recalling certain sunflower kernel products because they may be contaminated with listeria monocytogenes  ,2016
Ongoing,MI,Grand Rapids,pearson foods inc,pearson foods corporation is voluntarily recalling a limited number of packaged kale products because they may be contaminated with salmonella,2016
Ongoing,MI,Grand Rapids,pearson foods inc,pearson foods corporation is voluntarily recalling a limited number of packaged kale products because they may be contaminated with salmonella,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,TN,Bells,the pictsweet company,possible listeria monocytogenes contamination in bulk vegetables supplied by crf frozen foods llc used in manufacturing several pictsweet products,2016
Ongoing,NY,Rochester,wegmans food markets inc,undeclared milk allergen,2016
Ongoing,NY,Rochester,wegmans food markets inc,undeclared milk allergen,2016
Ongoing,NY,Rochester,wegmans food markets inc,undeclared milk allergen,2016
Ongoing,NY,Rochester,wegmans food markets inc,undeclared milk allergen,2016
Ongoing,NY,Rochester,wegmans food markets inc,undeclared milk allergen,2016
Ongoing,NY,Rochester,wegmans food markets inc,undeclared milk allergen,2016
Ongoing,NY,Rochester,wegmans food markets inc,undeclared milk allergen,2016
Ongoing,WA,Pasco,crf frozen foods llc,organic california harvest is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,supreme stir-fry sensation is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,supreme fiesta blend is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,broccoli & cauliflower are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,supreme healthy garden blend is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,organic potato medley is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,beans carrots corn and peas mixes are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,harvest vegetable blend is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,mixed vegetables are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,organic stir fry is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,peas & carrots are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,mixed vegetables (contains carrots corn and peas) are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,mixed vegetables are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,garden blend vegetables is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,stew vegetables are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,bean & carrot blend is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,organic garden stir fry is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,mini bow tie pasta and vegetable blend is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,red green and yellow pepper strips are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,organic peas & pearl onions are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,organic root medley is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,supreme garden stir-fry is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,potoatoes beans peppers and mushrooms mixes are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,asparagus corn & carrots are recalled because they have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,organic broccoli & cheddar cheese is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,WA,Pasco,crf frozen foods llc,stir fry vegetable is recalled because it has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,TX,Fort Worth,vending nut co inc,product has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,TX,Fort Worth,vending nut co inc,product has the potential to be contaminated with listeria monocytogenes,2016
Ongoing,OH,Medina,sandridge food corporation,the firm was notified by their supplier that the product may be contaminated with listeria monocytogenes,2016
Ongoing,SC,Effingham,mccall farms inc,possible listeria monocytogenes contamination,2016
Ongoing,FL,Lakeland,publix super markets inc,possible contamination of listeria monocytogenes,2016
Ongoing,TX,Austin,whole foods market,undeclared peanut and coconut,2016
Ongoing,TX,Mcallen,montero farms,potential to be contaminated with salmonella,2016
Ongoing,CA,Salinas,fresh express incorporated,undeclared allergens; wheat soy and tree nuts (almonds),2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,NJ,Elmwood Park,dr praeger's sensible foods,dr praeger's sensible food/ungar's food products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with listeria monocytogenes ,2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared eggs milk wheat tree nuts and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared eggs milk wheat and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and eggs,2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared tree nuts milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared tree nuts milk wheat and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared eggs milk wheat and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared eggs milk wheat and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared eggs milk wheat and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared eggs milk wheat and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared eggs milk wheat and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared milk and soy (soybean oil and/or soy lecithin),2016
Ongoing,MS,Batesville,the caramel factory llc,candy baked goods and caramel icing contain undeclared allergens undeclared eggs milk wheat tree nuts and soy (soybean oil and/or soy lecithin),2016
Ongoing,IL,Chicago,the quaker oats company,sunflower kernels used in quinoa bars are contaminated with listeria monocytogenes ,2016
Ongoing,IL,Chicago,the quaker oats company,sunflower kernels used in quinoa bars are contaminated with listeria monocytogenes ,2016
Ongoing,AZ,Tolleson,papa john's salads and produce inc,papa john's salad and produce is voluntarily recalling oriental salad with sesame ginger dressing due to possible listeria monocytogenes contamination ,2016
Ongoing,CT,Farmington,ultimate nutrition inc,product contains undeclared milk ,2016
Ongoing,CT,Farmington,ultimate nutrition inc,product contains undeclared milk ,2016
Ongoing,CT,Farmington,ultimate nutrition inc,product contains undeclared milk ,2016
Ongoing,OH,Norton,cj dannemiller company inc,firm recalling under directions from their supplier due to possible risk of product containing listera monocytogenes ,2016
Ongoing,OH,Norton,cj dannemiller company inc,firm recalling under directions from their supplier due to possible risk of product containing listera monocytogenes ,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,CA,Gardena,let's do lunch inc,potential listeria monocytogenes contamination,2016
Ongoing,KS,Scott City,nu life market llc,product manufactured with roasted sunflower kernels which may be contaminated with listeria monocytogenes,2016
Ongoing,KS,Scott City,nu life market llc,product manufactured with roasted sunflower kernels which may be contaminated with listeria monocytogenes,2016
Ongoing,KS,Scott City,nu life market llc,product manufactured with roasted sunflower kernels which may be contaminated with listeria monocytogenes,2016
Ongoing,KS,Scott City,nu life market llc,product manufactured with roasted sunflower kernels which may be contaminated with listeria monocytogenes,2016
Ongoing,KS,Scott City,nu life market llc,product manufactured with roasted sunflower kernels which may be contaminated with listeria monocytogenes,2016
Ongoing,MI,Battle Creek,kellogg company,product contains sunflower seeds potentially contaminated with listeria monocytogenes  listeria monocytogenes an organism which can cause serious and sometimes fatal infections in young children frail or elderly people and others with weakened immune systems although healthy individuals may suffer only short-term symptoms such as high fever severe headache stiffness nausea abdominal pain and diarrhea listeria infection can cause miscarriages and stillbirths among pregnant women ,2016
Ongoing,MI,Battle Creek,kellogg company,product contains sunflower seeds potentially contaminated with listeria monocytogenes  listeria monocytogenes an organism which can cause serious and sometimes fatal infections in young children frail or elderly people and others with weakened immune systems although healthy individuals may suffer only short-term symptoms such as high fever severe headache stiffness nausea abdominal pain and diarrhea listeria infection can cause miscarriages and stillbirths among pregnant women ,2016
Ongoing,MI,Battle Creek,kellogg company,product contains sunflower seeds potentially contaminated with listeria monocytogenes  listeria monocytogenes an organism which can cause serious and sometimes fatal infections in young children frail or elderly people and others with weakened immune systems although healthy individuals may suffer only short-term symptoms such as high fever severe headache stiffness nausea abdominal pain and diarrhea listeria infection can cause miscarriages and stillbirths among pregnant women ,2016
