,city,classification,code_info,country,distribution_pattern,event_id,initial_firm_notification,postal_code,product_description,product_type,reason_for_recall,recall_initiation_date,recall_number,recalling_firm,state,status,termination_date,duration,listeria,salmonella,allergen/undeclared,salad/slaw,peanut,butter,milk,ice-cream
4301,Portales,Class I,sunland valencia roasted & salted peanuts 2lb upc 0-48687-12105-2,United States,nationwide canada france,63439,press release,88130-9043, identified with best by dates october 12 2012 through april 12 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella  on october 12 2012 the firm extended its recall to include raw and roasted shelled and in-shell peanuts,2012-10-12,F-0547-2013,sunland incorporated,NM,Terminated,2013-02-14,125 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4314,Dallas,Class I,"roasted and salted in shell pistachio nuts repackaged into 48 ounce red topped gift jars labeled ""orchard fresh hines""; 16 ounce trays labeled ""natural pistachios roasted and salted""; and 16 ounce bags labeled ""hines natural pistachios""",United States,ar mn pa and tx,65448,letter,75201-6120," no lot number appears on the gift jars; the trays and 1 pound bags have a hines nut company lot number ""04396"" or ""4396""  ",Food,the product recall is being initiated because the product has the potential to be contaminated with salmonella,2013-06-11,F-1658-2013,hines nut co,TX,Terminated,2014-12-15,552 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4327,Ferndale,Class I,"product is a liquid dietary supplement packaged in white plastic bottles with a shrink wrap sleeve label  the product comes in 3 sizes 2 oz 16oz and 338oz  the product label reads in part:  ""fast absorbing liquid 1-oz a day***wellesse***digestive 3-in-1 health soluble fiber prebiotics aloe vera promotes gentle regularity supports health bacteria balances stomach acidity***isomaltooligosaccharides (prebiotic fiber)***galactooligosaccharides***other ingredients:  purified water***manufactured by: botanical laboratories inc ferndale wa 98248 usa***""  ",United States,nationwide to retailers (80%) and consumers (direct and sample 20 %) - approximate,62058,two or more of the following: email fax letter press release telephone visit,98248-8933, original recalled codes: 16 oz: lot 34441c xxxxa exp 03/2014 and 338 oz: lot 34552c xxxxa exp 03/2014    expanded recalled codes: (note: when the recall was expanded the 2 ounce size was added to the recall)  33923a xxxxa exp 12/2012 33973a xxxxa exp 12/2012  34011a xxxxa exp 10/2012  34068a xxxxa exp 12/2012 34148a xxxxa exp 12/2012 34190b xxxxa exp 01/2013 34309b xxxxa exp 03/2013 34310b xxxxa exp 03/2013 34346b xxxxa exp 03/2013 34400b xxxxa exp 08/2013 and  34406b xxxxa exp 08/2013    the first five digits are uniquely generated by an inventory management program - macola - followed by a letter representing the year  xxxx signifies a four digit variable time code stamp followed by a letter designating the compound vessel used  below is the expiration month and year  ,Food,"product (""digestive 3 in 1 health"") was manufactured using a raw ingredient that tested positive for salmonella by the raw ingredient supplier  ",2012-06-04,F-0594-2013,botanical laboratories inc,WA,Terminated,2013-04-03,303 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4329,Medford,Class I,"harry & david creamy caramel peanut spread 12 oz jars labeled in part: ""harry & david creamy caramel peanut spread***net wt 12 oz (340g)***ingredients: roastedpeanuts sugar caramel compound***made for: harry and david medford or 97501***7 80994 75786 8***""    the 12 oz jars are sold individually and also as gift add-ons for gift baskets     the gift baskets are listed below:    harry & david apple snack box;  wolferman's bee sweet gift basket;  wolferman's hearty snack gift basket;  wolferman's all-day assortment gift basket;  wolferman's fathers day basket      ",United States,nationwide and canada through online ordering wwwharryanddavidcom/h/home and through retail stores located throught the us,63306,two or more of the following: email fax letter press release telephone visit,97501-8724, best by date on the recalled nut products - 01may11 through 24sept13    the lot code format for the baskets is dddym(h or c) with ddd representing the julian date y representing the year and letter m h or c representing the production facility printed on the shipping container  the affected lots would have been between 1460m(h or c) to 2682m(h or c),Food,product received from supplier is being recalled due to the potential to be contaminated with salmonella,2012-09-27,F-0561-2013,harry and david operations inc,OR,Terminated,2013-03-14,168 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4342,Irvine,Class I,"chocolate confections packaged in gift box cartons 4-piece peanut butter truffles item number 079 labeling reads in part:""all natural ladybug peanut butter truffles*** wwwxanconfectionscom distributed by: xan confections irvine ca 92614 usa***""    4 pieces in each gift box @ 12 in a case  total  48 pcs",United States,the recall affected xan confections products distributed through 98 stores in california arizona nevada oregon washington texas alabama louisiana and nova scotia (canada) as well as through online distribution,63360,fax,92614, upc 8-15744-01002-0  best by date(s):   oct 20 2012; nov 3 2012; nov 24 2012   ,Food,the firm voluntarily recalled 13 of its gourmet peanut butter chocolate products because they have the potential to be contaminated with salmonella upon learning that sunland inc the peanut butter supplier used in the production of xan confections has recalled its entire peanut butter product from may 1 2012 throught september 24 2012,2012-10-01,F-0579-2013,xan confections,CA,Terminated,2012-12-12,72 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4345,Captain Cook,Class I,izzie macs! macadamia nuts; unsalted  certified organic macadamia nuts 100% big island grown  a raw food    sold in 6 oz and 16 oz sizes  6 oz upc  689076793575; 16 oz upc 689076792776     mahina mele farm  captain cook hi 96704	               ,United States,ca mc or va wi wa dc hi nv ny fl,71894,two or more of the following: email fax letter press release telephone visit,96704-8703, lot # 016:  best by 11-26-15,Food,ieh sample of macadamia nuts was found positive for salmonella,2015-08-03,F-3060-2015,mahina mele farm,HI,Terminated,2015-10-13,71 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4349,Portales,Class I,sunland dark roast creamy peanut butter 40 lb upc 62725 produced by sunland inc portales nm 88130,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between may 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond butter and peanut butter products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0371-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4360,Emeryville,Class I,jamba juice brand peanut butter moo'd smoothie; all sizes (small medium large); a blend of: nonfat vanilla yogurt (contains milk) chocolate moo'd base (contains milk) soymilk (contains soy) ice bananas peanut butter (contains peanuts); the product is processed and packaged by jamba juice co,United States,products were released for distribution in us,63346,two or more of the following: email fax letter press release telephone visit,94608-1095, no codes (stop sale date: september 24 2012),Food,the products were manufactured using peanut butter recalled by sunland inc because it may be contaminated with salmonella,2012-09-24,F-0636-2013,jamba juice,CA,Terminated,2012-12-07,74 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4370,Portales,Class I,sunland natural almond butter creamy roasted almond 16 oz upc 4868772906 manufactured by: sunland inc portales nm 88130,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between may 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0383-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4374,Wooster,Class I,pierre jamwich crustless peanut butter & jelly sandwich 28oz advancepierre foods inc 9990 princeton glendale road cincinnati oh 45246,United States,us nationwide,63448,two or more of the following: email fax letter press release telephone visit,44691-3759, upc code: 75999112805 lot code: 2030545 exp date: 1/7/13,Food,products were manufactured with peanut butter products recalled by sunland inc found to be contaminated with salmonella,2012-10-11,F-0665-2013,advance pierre                                    n,OH,Terminated,2013-02-12,124 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4406,Indianapolis,Class I,delish garden highway and generic brands of fruit burst  ingredients: cantaloupe pineapple honeydew watermelon grapes strawberries mango  blueberries packed in its own juice;   delish (brand) fresh   prepared for walgreen inc  deerfield il 60015 10oz   generic (brand ) sold at wal-mart stores: fruit burst:  16 oz (1 lb)  and 48 oz( 3 lbs); garden highway brand 10 oz  16 oz (1 lb); 32 oz (2 lb)    ,United States,4 distributors in wi in il ca with further nationwide distribution to retail stores,63193,two or more of the following: email fax letter press release telephone visit,46226-6514, delish item 383096; 10-oz; upc 049022-558625;    generic  items sold at walmart 383097383095; upc 826766-225453 and 826766-255528;   garden highway item 383102 383836 383837; upc 826766-241064 826766 -24107 826766-241095; best by 08/04/2012- 9/16/2012  ,Food,in cooperation with the fda warning to not consume mangoes from agricola daniella mexico  freshline of indianapolis indiana has initiated a voluntary recall of a limited quantity of expired products that contain fresh-cut mangoes due to the potential risk that the mangoes may contain salmonella,2012-09-15,F-0129-2013,caito foods service inc,IN,Terminated,2013-08-28,347 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4416,Portales,Class I,cadia all natural creamy peanut butter 18 oz upc 815369011594,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between march 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0425-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4423,Los Angeles,Class I,treasured harvest-assorted nut trays 28 oz 6 per carton,United States,ca oh ut fl wa nv or az tx,65480,letter,90065-1322, lot codes: 123100 122960 123040,Food,pistachios may be contaminated with salmonella ,2013-06-11,F-1654-2013,western mixers produce & nuts inc,CA,Terminated,2013-07-26,45 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4433,Dallas,Class I,item # h175455 mango sliced 2/25 lb and 5 lb ingredients:  mango packed by: riley's dallas texas 75226 product of mexico,United States,tx,63252,e-mail,75226-1816, all mango products manufactured from mangos sourced by agricola daniella lot numbers 0909 and 0908 located on top film of the tray and also on the outer box,Food,the product has the potential to be contaminated with salmonella  the mangos were sourced by agricola daniella,2012-09-18,F-1722-2013,mr cuts lp,TX,Terminated,2013-09-09,356 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4441,Van Buren,Class I,dark meat fajita school lunch #3,United States,ar,67478,two or more of the following: email fax letter press release telephone visit,72956-7202, 88835 dark meat fajita school lunch lot #'s 020401 020402 020403 020404 020405 020406 020407 020408 020409 020410 020411 020412 (611 bags manufactured on 1/20/14) and lot #'s 022401 022402 022403 (152 bags manufactured on 1/22/14),Food,an ingredient used to manufacture the product  tested positive for salmonella,2014-02-05,F-1605-2014,pepper source limited,AR,Terminated,2014-12-04,302 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4447,Austin,Class I,peanut butter power chews sold as a bulk item through whole foods market self serve bins plu 9663,United States,fl and ca,63311,e-mail,78703-4648, all product sold through the firm's self serve bins between may 1 and september 27th,Food,the bulk peanut butter power chews and treasure trove mix have the potential to be contaminated with salmonella  the products were manufactured by sunridge farms/falcon trading who was supplied peanut butter by sunland inc,2012-09-26,F-1197-2013,whole foods market,TX,Terminated,2013-09-19,358 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4449,Swedesboro,Class I,wawa large mixed fruit net wt 12 oz (340 g) in rigid plastic trays distributed by: wawa inc wawa pa 19063 upc 726191069250  wawa small mixed fruit net wt 75 oz (213 g) in rigid plastic trays distributed by: wawa inc wawa pa 19063 upc 726191069243,United States,one sole wholesale customer - wawa inc wawa pa 19063,63063,e-mail,08085-1755, large: lot # 226 227 228 229 230 232 233 234 235 236 237  product code 10307 expiration dates 08/19/12 08/20/12 08/21/12 08/22/12 08/23/12 08/25/12 08/26/12 08/27/12 08/28/12 08/29/12 08/30/12  small: lot #226 227 228 229 230 232 233 234 235 236 237  product code 10306   expiration dates 08/19/12 08/20/12 08/21/12 08/22/12 08/23/12 08/25/12 08/26/12 08/27/12 08/28/12 08/29/12 08/30/12  ,Food,taylor farms new jersey is voluntarily recalling specific code dates of the following products due to containing daniella brand mangoes or potentially being processed on common equipment with the daniella brand mangoes since  daniella brand mangoes were identified by the cfia as having the potential to be contaminated with salmonella braenderup and are subject to a prior recall posted by cfia and,2012-08-30,F-0019-2013,taylor farms inc,NJ,Terminated,2015-05-13,986 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4470,Vista,Class I,roasted & salted pistachios size: 25 oz 4 oz 75 oz upc 1578600108 1578600135 1578600123,United States,ca: distributed in san diego riverside and san bernardino counties,73618,telephone,92081, best by: 1152016 through 1132017	,Food,american gourmet is recalling american gourmet roasted and salted pistachios because they may be contaminated with salmonella,2016-03-18,F-1996-2016,american gourmet,CA,Terminated,2016-08-29,164 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4473,Berkeley,Class I,living tree community foods organic macadamia nuts 4 oz plastic pouch  certified organic    ,United States,us distribution only: az wa mn ca ct fl nv ut ma pa co ms ga ny tx il oh or ks mo nc id va,73252,two or more of the following: email fax letter press release telephone visit,94710-1337, lot 153442,Food,recall of macadamia nuts and macadamia butter after notification by immediate supplier that the product is under recall due to potential contamination salmonella,2016-02-05,F-0733-2016,living tree community foods,CA,Terminated,2016-04-11,66 days 00:00:00.000000000,0,1,0,0,0,1,0,0
4492,Vernon,Class I,wegman's italian classics pine nuts 3oz (85g) 6 cartons/case upc 0-77890-24823-2,United States,arizona arkansas california florida georgia illinois kansas kentucky massachusetts michigan minnesota missouri nevada new york north carolina north dakota ohio oklahoma oregon pennsylvania tennessee texas and washington,72577,e-mail,90058-3624, best use by: 041016 041716,Food,world variety is recalling italian pine nuts because it has the potential to be contaminated with salmonella,2015-11-04,F-0331-2016,world variety produce inc,CA,Terminated,2016-04-12,160 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4514,San Diego,Class I,perfect bar cranberry crunch size 16 oz upc 855569-00305¿-0 144 units/case	  ,United States,nationwide in us,70071,press release,92121-2812, lot no 02814,Food,perfect bar is recalling peanut butter and cranberry crunch nutritional bars due to potential contamination with salmonella  ,2014-12-19,F-0786-2015,perfect foods bar,CA,Terminated,2015-03-26,97 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4519,Orlando,Class I," mango spears packaged in 1 lb containers labeled in part: ""***mango spears***ingredients: mango***packed in its own juice***grown in: mexico ***""",United States,distributed throughout fl,63274,two or more of the following: email fax letter press release telephone visit,32837-8429, world food lot code 011347    best if sold by: 09/21/2012 09/22/2012   upc code 21140-01694,Food,on 09/18/2012 world foods llc recalled various products containing mangoes supplied from agricola daniella with the potential to be contaminated with salmonella,2012-09-18,F-0149-2013,world food llc,FL,Terminated,2013-05-31,255 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4522,Miami,Class I,lisy sweet basil albahaca net wt/cont neto 6oz (171g)  item 1132 wwwlisycorpcom packed on a clear plastic container with a upc # 0 96786 30032 8  ,United States,new jersey new york rhode island and maryland,67962,two or more of the following: email fax letter press release telephone visit,33147-7553, item 1132 lot #'s a013 0518 and a014 0518,Food,fda sample collected was found to be positive for salmonella spp,2014-04-04,F-1881-2014,lisy corp,FL,Terminated,2014-08-18,136 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4530,Belle Glade,Class I,18 lb box of  curly parsley packaged in 3 wire wooden crates,United States,shipped to distribution centers in florida,67497,letter,33430, lot ag01gn,Food,sample of parsley was found positive with salmonella,2014-02-12,F-1624-2014,roth farms inc,FL,Terminated,2014-11-06,267 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4531,Portales,Class I,sun harvest natural crunchy mixed nut butter 16 oz upc 646670304972,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between march 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0458-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4543,Portales,Class I,sunland dark chocolate organic creamy peanut butter 10 oz upc 048687548132; 375 g upc 048687898299,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between march 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0469-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4546,Portales,Class I,sunland pecan deluxe crunchy peanut butter 40 lb upc 28725 produced by sunland inc portales nm 88130,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between may 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond butter and peanut butter products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0373-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4562,Indianapolis,Class I,garden highway fresh mango spears  packed in its own juice grown in: mexico net wt 1 lb (454g) 15 lbs(680 g); 2 lbs (32 oz);   delish mango spears  (5 oz 1 lb) for walgreens ;   generic label mango spears  for kroger (1 lb),United States,4 distributors in wi in il ca with further nationwide distribution to retail stores,63193,two or more of the following: email fax letter press release telephone visit,46226-6514, garden fresh item 383022 383850 383837 1 lb 15 lb 2 lb   upc  826766-268498 826766-214068 826766-255801  delish item 5 oz item 383139 049022-537002; 1 lb item 383113 049022-588233;   generic 1 lb item 383001 826766-880584     best by 8/04/2012- 09/16/12 		,Food,in cooperation with the fda warning to not consume mangoes from agricola daniella mexico  freshline of indianapolis indiana has initiated a voluntary recall of a limited quantity of expired products that contain fresh-cut mangoes due to the potential risk that the mangoes may contain salmonella ,2012-09-15,F-0131-2013,caito foods service inc,IN,Terminated,2013-08-28,347 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4569,Eugene,Class I,"label reads in part ""***cascade glacier chocolate peanut butter ***3 gallons (1136 l) plant 41-90 distributed by oregon ice cream co eugene or 97402""  upc 0 72609 60082 0",United States,ak ca co ct ia id il in ma mc nh ny or pa and wa    expanded recall added fl tx de ga,63290,two or more of the following: email fax letter press release telephone visit,97402-4345, 12223a  recall expansion includes lots 10012 10062 10088 10144 10209 10243 10271 10314 11021a 11039a 11054a 11067a 11101a 11150b 11173b 11209b 11256a 11319a 11353a 12044a 12073a 12105b 12137a 12168a 12223a,Food,the products are being recalled because they contain peanut butter associated with the sunland inc recall and have the potential to be contaminated with salmonella,2012-09-27,F-0318-2013,oregon ice cream llc,OR,Terminated,2013-04-08,193 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4581,Jessup,Class I,ole hot chorizo seasoning elite spice # 32581a9 32 lb poly-lined carton labeled in part ***elite spice inc 7151 montevideo road jessup md 20794***,United States,product was distributed to al ar co in ga la ny tx va and wi,67514,letter,20794-9308, lot 1-230758,Food,bulk spice for futher manufacturing may be contaminated with salmonella,2014-02-12,F-1631-2014,elite spice inc,MD,Terminated,2014-08-22,191 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4593,Denver,Class I,free range snack co island fruit and nut trail mix net we 16 oz (454g),United States,distributed to in ks co tx ca  no foreign or govt/va/military,71587,two or more of the following: email fax letter press release telephone visit,80239-3550,  free range island fruit & nut mix 16oz (best by dates: 11/15/2015) ,Food,rocky mountain foods inc is recalling macadamia nuts and mixes containing macadamia nuts between the dates of 03/19/2015  06/05/2015 due to possible salmonella contamination ,2015-06-26,F-2914-2015,rocky mountain foods incorporated,CO,Terminated,2016-06-23,363 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4597,Eugene,Class I,"label reads in part ""*** organic alden's ice cream peanut butter 'n chip 15 qts ***"" upc 0 72609 74191 2    ",United States,ak ca co ct ia id il in ma mc nh ny or pa and wa    expanded recall added fl tx de ga,63290,two or more of the following: email fax letter press release telephone visit,97402-4345, 12195 12208 12261  recall expanded to include lot codes 10060 10068 10075 10082 10103 10105 10182 10273 10287 10306 10307 10334 11012 11075 11079 11098 11110 11140 11145 11171 11194 11207 11228 11285 11305 11318 11334 12016 12047 12062 12087 12109 12119 12135 12195 12195 12208 12261,Food,the products are being recalled because they contain peanut butter associated with the sunland inc recall and have the potential to be contaminated with salmonella,2012-09-27,F-0317-2013,oregon ice cream llc,OR,Terminated,2013-04-08,193 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4598,San Jose,Class I,go raw 100% organic sunflower seeds;  net wt 1 lb (454 g)  usda organic  upc 8 59888 00009 7    ingredients:   sprouted organic sunflower seeds celtic sea salt     all handmade by  freeland foods  mountain view ca 94040,United States,nationwide and one customer in canada to distributors and through internet sales,70350,press release,95133-1706," lot number:  ""enjoy before august 22 2015 r5  ",Food,cfia notified firm of positive finding of salmonella in go raw spicy seed mix with enjoy by date of 5/12/2015 r2 and and go raw 100% organic sunflower seeds with enjoy before august 22 2015 r5,2015-01-22,F-1196-2015,freeland foods inc,CA,Terminated,2015-10-02,253 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4602,Portales,Class I,natural value organic crunchy peanut butter 5 lb upc 909064; 15 lbs upc 909101,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between march 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0446-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4610,Orlando,Class I,"tropical salsa product is labeled in part:  ""***fresh***garden highway***fresh party favorites!***perishable***keep refrigerated***tropical salsa***net wt 11 oz (312 g)***best if sold by***renaissance food group llc***rancho cordova ca 95670***1-888-4 -hwyfun***wwwgardenhighwaycom***""    ",United States,products were distributed in fl only,63054,telephone,32837-8429, 8/31/12 and 9/1/12,Food,world foods llc florida is recalling multiple cut fruit and salsa products that contain daniella mangoes distributed by splendid products that have the potential to be contaminated with salmonella  the products were distributed in florida only           ,2012-08-30,F-2332-2012,world food llc,FL,Terminated,2013-05-31,274 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4629,Portales,Class I,sunland tahini butter 6 x 5 lb upc 71704,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between march 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0488-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4646,Swedesboro,Class I,wawa watermelon net wt 8 oz (227 g) in rigid plastic trays distributed by: wawa inc wawa pa 19063 upc 726191069274,United States,one sole wholesale customer - wawa inc wawa pa 19063,63063,e-mail,08085-1755, lot numbers  226 227 228 229 230 232 233 234 235 236 237    product code 10302    expiration dates 08/19/12 08/20/12 08/21/12 08/22/12 08/23/12 08/25/12 08/26/12 08/27/12 08/28/12 08/29/12 08/30/12  ,Food,taylor farms new jersey is voluntarily recalling specific code dates of the following products due to containing daniella brand mangoes or potentially being processed on common equipment with the daniella brand mangoes since  daniella brand mangoes were identified by the cfia as having the potential to be contaminated with salmonella braenderup and are subject to a prior recall posted by cfia and,2012-08-30,F-0020-2013,taylor farms inc,NJ,Terminated,2015-05-13,986 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4662,Portales,Class I,sunland salted valencia peanuts 50 lb upc 0-48687-12101-4; 25 lb upc 0-48687-12102-1; 10 lb upc 0-48687-12103-8; 5 lb upc 0-48687-12104-5; 12 oz upc 0-48687-12210-3; 2 lb upc 0-48687-12215-8; 2 oz upc 0-48687-12216-5; 4 oz upc 0-48687-12217-2                        ,United States,nationwide canada france,63439,press release,88130-9043, identified with best by dates october 12 2012 through april 12 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella  on october 12 2012 the firm extended its recall to include raw and roasted shelled and in-shell peanuts,2012-10-12,F-0541-2013,sunland incorporated,NM,Terminated,2013-02-14,125 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4674,Ashland,Class I,maranatha organic raw crunchy almond butter 16 oz upc 51651092128  ,United States,products were distributed through out the united states canada dominican republic hong kong jordan mexico and united arab emirates      the products also were available for purchase on the internet: harristeetercom; quidsi (1-800 diaperscom); walmartcom; kehe foods (eyelevelsolutionscom); and targetcom    products were also donated at oregon food bank in oregon and was further distributed to regional food bank facility in washington,69068,press release,97520, best by dates range: 22dec14 thru 01jul15  ,Food,products have the potential to be contaminated with salmonella ,2014-08-19,F-0542-2015,nspired natural foods division of the hain celestial group,OR,Terminated,2015-07-13,328 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4688,Portales,Class I,sunland organic valencia roasted blanched and salted peanuts 30 lbs upc 83326,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between march 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0492-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4697,Lakewood,Class I,natural grocers caribbean fruit & nut mix net wt (10 oz) (283g) packaged in plastic bag,United States,nationwide to washington oregon idaho montana wyoming nevada utah arizona new mexico colorado texas oklahoma kansas nebraska missouri arkansas  no foreign/govt/va/military consignees,71616,two or more of the following: email fax letter press release telephone visit,80228-2824, packed on date 15-148,Food,vitamin cottage natural food markets inc is recalling one lot of natural grocers brand caribbean nut & fruit mix as the product contains macadamia nuts that have the potential to be contaminated with salmonella,2015-06-26,F-2854-2015,vitamin cottage natural food markets inc,CO,Terminated,2015-12-15,172 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4705,Portales,Class I,sunland almond & valencia mixed nuts creamy peanut butter 16 oz upc 59606,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between march 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0463-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4723,Irvine,Class I,red and green bell peppers 25 lbs,United States,ca,66453,press release,92602-0503, lot # sb 7 920 sb 7 923 sb 7 924 ,Food,orange county produce llc is recalling fresh red and green bell peppers because they may have the potential to be contaminated with salmonella ,2013-10-06,F-0084-2014,orange county produce,CA,Terminated,2013-10-28,22 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4730,San Diego,Class I,perfect bar variety pack (costco only) size 1 lb 96 oz upc 8-55569-00313-5 10 packs/case   	     ,United States,nationwide in us,70071,press release,92121-2812, lot no 02814v 02914v 03714v  ,Food,perfect bar is recalling peanut butter and cranberry crunch nutritional bars due to potential contamination with salmonella  ,2014-12-19,F-0787-2015,perfect foods bar,CA,Terminated,2015-03-26,97 days 00:00:00.000000000,0,1,0,0,1,1,0,0
