course_name|professor|url|description|term|online|course_num
MGMT E-4240 Human Resource Management|Michael K. Thomas|http://extension.harvard.edu/academics/courses/human-resource-management/23214|Human resource (HR) management can be defined as the effective use of human resources in an organization through the management of people-related activities. It is a central and strategic organizational activity of increasing complexity and importance. This introductory survey course covers the range of HR activities all managers need to understand: strategic HR, legal issues, staffing, recruitment and selection, performance management, training, compensation, labor relations, and technical support systems. Through interactive lectures and cases, students become familiar with the basic principles and techniques of human resource management. The course takes a practical view that integrates the contributions of the behavioral sciences with the technical aspects of implementing the HR function in the real world.|Spring Term 2017|On campus with online option|23214
MGMT E-4245 Global Organizational Management|Robert T. Anthony|http://extension.harvard.edu/academics/courses/global-organizational-management/24765|Business today often is conducted on a global scale, with and through people from various cultural backgrounds. A goal of this course is to help students develop the intellectual understanding and behavioral skills to increase their effectiveness in dealing with problems that arise in companies that operate across national borders. The course develops topics related to individual and group behavior in global organizations, such as communication, conflict, teamwork, motivation, and change. The course takes a managerial perspective, with a special focus on how this behavior can be motivated, organized, focused, aligned, and led.|Spring Term 2017|Live web conference w/ required on-campus weekend|24765
MGMT E-4350 Building Strong Alliances and Organizations|Vivek Inder Marya|http://extension.harvard.edu/academics/courses/building-strong-alliances-organizations/15109|Organizational strength and stability internally and in alliances is essential in meeting business objectives. This course includes a wide range of fundamental concepts intended to provide participants with tools to build strong foundations for effectively pursuing their objectives. It is about building strong internal and external alliances. It includes a comprehensive discussion of the concept of integrative negotiation as a premise for building strong alliances and organizations and of the importance of developing common interests, trust, and respect for the roles and capabilities of all participants. These are some of the elements in building a healthy environment in which synergy and teamwork can develop and remain strong. Organizations that remain weak internally are likely to find themselves struggling to realize their potential and remain viable in challenging business environments. The focus of this course is on building greater organizational strength and stability. The course is designed for organization managers and leaders; business professionals engaged in alliances, joint ventures, and mergers in all types of industries; and those interested in pursuing a career in organizational management and leadership.|Fall Term 2016|Online (live) web conference|15109
MGMT E-5000 Strategic Management|Joseph W. Chevarley|http://extension.harvard.edu/academics/courses/strategic-management/13351|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|Fall Term 2016|Online w/ required on-campus weekend|13351
MGMT E-5000 Strategic Management|Mohsin Habib|http://extension.harvard.edu/academics/courses/strategic-management/13350|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|Fall Term 2016|On campus only|13350
MGMT E-5000 Strategic Management|Sharon A. Mertz|http://extension.harvard.edu/academics/courses/strategic-management/14619|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|Fall Term 2016|Online (live) web conference|14619
MGMT E-5000 Strategic Management|Noushi Rahman|http://extension.harvard.edu/academics/courses/strategic-management/15110|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|Fall Term 2016|Online (live) web conference|15110
MGMT E-5000 Strategic Management|Sharon A. Mertz|http://extension.harvard.edu/academics/courses/strategic-management/15197|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|Fall Term 2016|Online (live) web conference|15197
MGMT E-5000 Strategic Management|Mohsin Habib|http://extension.harvard.edu/academics/courses/strategic-management/23354|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|January session|On campus only|23354
MGMT E-5000 Strategic Management|Joseph W. Chevarley|http://extension.harvard.edu/academics/courses/strategic-management/23207|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|Spring Term 2017|Online w/ required on-campus weekend|23207
MGMT E-5000 Strategic Management|Mohsin Habib|http://extension.harvard.edu/academics/courses/strategic-management/24617|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|Spring Term 2017|Online only|24617
MGMT E-5000 Strategic Management|Sharon A. Mertz|http://extension.harvard.edu/academics/courses/strategic-management/23540|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|Spring Term 2017|Online (live) web conference|23540
MGMT E-5000 Strategic Management|Areen Shahbari|http://extension.harvard.edu/academics/courses/strategic-management/24351|To succeed in the future, managers must develop the resources and capabilities needed to gain and sustain advantage in competitive markets both traditional and emerging. The way in which organizations attempt to develop such competitive advantage constitutes the essence of their strategy. This course introduces the concept of strategic management through case analyses, and considers the basic direction and goals of an organization, the environment (social, political, technological, economic, and global factors), industry and market structure, and organizational strengths and weaknesses. The emphasis is on the development and successful implementation of strategy in different types of firms across industries.|Spring Term 2017|On campus only|24351
MGMT E-5002 Business Strategy in the Real World|Daniel C. Deneffe|http://extension.harvard.edu/academics/courses/business-strategy-real-world/24183|This course is about how to develop, tailor and apply decision-making frameworks to real world strategy problems. It complements standard strategy courses in a number of important ways. Whereas standard strategy courses typically provide conceptual approaches to formulate strategies to establish sustainable competitive advantage, we focus on short- to medium-term margin improvement. The majority of the course content focuses on hands-on tools and frameworks that help strategic and marketing managers formulate strategy to obtain short-to medium term advantages rather than long term competitive advantage. In standard strategy courses a number of theoretically sound frameworks of analysis are introduced. This course builds on them but focuses on the how question: Which framework is relevant for what problem? What are the key operational steps to approach a strategy problem (such as entry into a market), and how does one tailor them to the specific company and industry situation? In standard strategy case-based courses, students typically learn to provide strategic solutions from given case information whereas a real world strategy problem often has a blank sheet as a starting point. This course addresses questions such as: How do we gather the right information to address a strategic issue, given real world informational constraints? How do we process that information for improved decision-making?|January session|On campus only|24183
MGMT E-5005 Corporate Strategy|Noushi Rahman|http://extension.harvard.edu/academics/courses/corporate-strategy/14321|This course deals with understanding the values of managing multiple lines of businesses under the ownership of one corporate umbrella (that is, a diversified firm). The goal is to anticipate the problems in managing a firm's diverse businesses, and in appraising its likely performance in the future. The detection, development, and deployment of resources across diverse businesses play a key role in corporate strategy formulation. Limits to firm growth are recognized, specifying boundary conditions of corporate strategy. Business portfolio techniques are applied as necessary analytical tools to define strategic business units, to determine their corporate development roles, to allocate resources among them, and to influence their development. The importance of business ethics and the role of corporate governance to generate corporate reputation are covered as pressing contemporary issues in corporate strategy.|Fall Term 2016|Online (live) web conference|14321
MGMT E-5005 Corporate Strategy|Eric H. Chung|http://extension.harvard.edu/academics/courses/corporate-strategy/24503|This course deals with understanding the values of managing multiple lines of businesses under the ownership of one corporate umbrella (that is, a diversified firm). The goal is to anticipate the problems in managing a firm's diverse businesses, and in appraising its likely performance in the future. The detection, development, and deployment of resources across diverse businesses play a key role in corporate strategy formulation. Limits to firm growth are recognized, specifying boundary conditions of corporate strategy. Business portfolio techniques are applied as necessary analytical tools to define strategic business units, to determine their corporate development roles, to allocate resources among them, and to influence their development. Decision making, risk management, and sustainability are covered as pressing contemporary issues in corporate strategy.|Spring Term 2017|On campus only|24503
MGMT E-5006 Competitive Strategy|Noushi Rahman|http://extension.harvard.edu/academics/courses/competitive-strategy/24735|This course develops a framework for assessing the strategic competitive position and future performance prospects of a business within an industry environment. Reading assignments serve as the theory base and case assignments serve as the practice base of the course. The course builds on the theories of strategic management and industrial organization to help managers better manage their businesses to achieve competitive advantage. In-class case discussion and exercises require smart applications of theory to real world settings. The course provides and applies related practical techniques to analyze a variety of business situations and select appropriate strategic responses for firms confronting them. Class discussions are geared toward discussions about and analyses of the strategic dilemmas that real firms face as they compete with rival firms in their respective industries.|Spring Term 2017|Online (live) web conference|24735
MGMT E-5015 Applied Corporate Responsibility|Charles Bradford Allen|http://extension.harvard.edu/academics/courses/applied-corporate-responsibility/24482|This course examines the role of corporate responsibility as a strategy to improve products, profits, and brand equity. The idea of corporations as simply wealth-creating organizations with no obligations to the environment is no longer acceptable. Globalization and increased transparency of corporate operations have revealed significant variations in how organizations attempt to balance the pursuit of profits and good corporate citizenship. Expectations for measurable progress of corporate environmental programs addressing natural resources, pollution controls, monitoring ethical supply chains, and expanded training of employees are growing globally. Stakeholder expectations have accelerated the need to monetize these initiatives. However, the lack of standardized methodology and metrics has resulted in confusion within many industries, hindering progress. Tracking sustainability progress within organizations has often revealed tremendous opportunities for growth.|Spring Term 2017|On campus with online option|24482
MGMT E-5030 Project Management|Sharyn E. Hardy|http://extension.harvard.edu/academics/courses/project-management/14770|This course guides students through the fundamental project management tools and behavioral skills necessary to successfully launch, lead, and realize benefits from projects in for-profit and nonprofit organizations. Successful project managers possess the skills necessary to manage their teams, schedules, risks, and resources to produce a desired outcome. A key challenge for project managers is the ability to manage without influence, meaning to gain the support of stakeholders and access to resources not directly under their control. Students simulate a project in its project team framework, group and individual assignments. The content of this course is aligned with the global standards of the Project Management Institute.|Fall Term 2016|On campus with online option|14770
MGMT E-5030 Project Management|David A. Shore|http://extension.harvard.edu/academics/courses/project-management/23361|This course guides students through the fundamental project management tools and behavioral skills necessary to successfully launch, lead, and realize benefits from projects in profit and nonprofit organizations. Successful project managers possess the skills necessary to manage their teams, schedules, risks, and resources to produce a desired outcome. Students analyze the impact of organizational change management theory and explore project management with a practical, hands-on approach through case studies and class exercises. A key and often overlooked challenge for project managers is the ability to manage without influence; to gain the support of stakeholders and access to resources not directly under their control. Special attention is given to critical success factors required to overcoming resistance to change. The concentrated course simulates a project in its project team framework, group assignments, and schedule deadlines.|January session|On campus only|23361
MGMT E-5030 Project Management|Paul Tumolo|http://extension.harvard.edu/academics/courses/project-management/24504|This course guides students through the fundamental project management tools and behavioral skills necessary to successfully launch, lead, and realize benefits from projects in profit and nonprofit organizations. Successful project managers possess the skills necessary to manage their teams, schedules, risks, and resources to produce a desired outcome. Students analyze the impact of organizational change management theory and explore project management with a practical, hands-on approach through case studies and class exercises. A key and often overlooked challenge for project managers is the ability to manage without influence; to gain the support of stakeholders and access to resources not directly under their control. Special attention is given to critical success factors required to overcoming resistance to change. The concentrated course simulates a project in its project team framework, group assignments, and schedule deadlines.|Spring Term 2017|On campus only|24504
MGMT E-5032 Introduction to Lean/Six Sigma Process Improvement Methodology|Paul Tumolo|http://extension.harvard.edu/academics/courses/introduction-leansix-sigma-process-improvement-methodology/15137|Lean/Six Sigma is a set of powerful management tools that promotes process improvement, cost reduction, and significant enhancement of bottom-line profitability. It improves quality, efficiency, and customer satisfaction by eliminating waste and variation. The purpose of this course is to thoroughly examine the theory and application of these methodologies, as well as the practical and tactical applications. Throughout the course we investigate similarities and differences between quality management in manufacturing, service, and health care contexts. The course has three major objectives: to define quality and explore important philosophies and useful frameworks for managers; to focus on the Lean/Six Sigma tools available for continuous process improvement; and to give students a Lean/Six Sigma toolbox that can be used in their professional positions for applications and results.  We examine the works of some of the famous quality gurus, including Deming, Juran, Crosby, Ishikawa, and Taguchi.|Fall Term 2016|On campus only|15137
MGMT E-5050 Strategic Resource Allocation and Planning|Philip Anthony Vaccaro|http://extension.harvard.edu/academics/courses/strategic-resource-allocation-planning/23468|This course introduces nonmathematical managers to the major quantitative models designed for the planning and effective allocation of human and material resources in support of the organization's strategies, goals, and policies. The course is relevant to the manufacturing, service, institutional, and government sectors, as well as the functional disciplines of management, marketing, finance, operations, and information technology. Topics include integer programming, goal programming, dynamic programming, the transportation method, the assignment algorithm, the shortest route and maximal flow network models, project crashing, and marginal analysis.|January session|On campus only|23468
MGMT E-5061 Managing Service Design and Operations|Ramiro Jara|http://extension.harvard.edu/academics/courses/managing-service-design-operations/14270|We live in a global service economy. The percentage of people employed in services has steadily increased in every developed country, exceeding 80 percent in the US in 2010. In 2011, an estimated 79.6 percent of the US GDP was created by the services sector. Emerging economies have similarly seen explosive growth in the percentage of their workforce employed in the provision of services, as trends as offshoring and outsourcing become more prevalent. This course explores how leaders design service experiences and systems to manage employees and customers to consistently deliver exceptional and profitable services. Through case studies from a variety of industries (retail, banking, technology), and the sharing of professional experiences, students gain practical insights that can be readily applied in the workplace. In the first part of the course, we discuss operational topics, including the trade-offs involved in the service model, the customer and management systems, and the funding mechanism. We touch upon customer satisfaction, loyalty, and profitability. The concepts of service journey, capacity, and demand management cap this section of the course. We then embark onto a series of interactive highly practical workshops designed to study design thinking, with a specific focus on the service design toolset. Students gain proficiency in human-centered approaches such as blueprinting, customer journeys, and the hear-create-deliver methodology. This combination of operational metrics and creative thinking uniquely equips students to have an immediate impact.|Fall Term 2016|Online (live) web conference|14270
MGMT E-5064 Business, Government, and Society: Understanding Nonmarket Strategies|Mark Esposito|http://extension.harvard.edu/academics/courses/business-government-society-understanding-nonmarket-strategies/15138|Business operates in both a market and a nonmarket environment, the latter being the space where the formal and informal rules governing market competition are set and enforced. Successful corporate strategy aligns the firm's capabilities with the demands of both its market and nonmarket environment. This course systematically examines the political, regulatory, societal, cultural, and natural factors that shape business's nonmarket environment. Students learn how to analyze and proactively manage the nonmarket environment through integrated market and nonmarket strategies.|Fall Term 2016|Live web conference w/ required on-campus weekend|15138
MGMT E-5070 Data as a Second Language|Alexander Chisholm|http://extension.harvard.edu/academics/courses/data-second-language/15165|The business world has been transformed by data. With more information available than ever before, the ability to generate, understand, and make connections with data is now an essential skill for everyone. This course is designed for people who want to increase their confidence with numbers. Through real-world examples, we explore core concepts such as descriptive statistics, data visualization, population sampling, and probability. Using open-source data tools, students learn how to gather data, interpret results, and clearly communicate findings. Each discussion helps improve their data literacy so that they can confidently position new ideas and build consensus through evidence-based insights.|Fall Term 2016|Online (live) web conference|15165
MGMT E-5090 Crisis Management and Emergency Preparedness|Arnold M. Howitt|http://extension.harvard.edu/academics/courses/crisis-management-emergency-preparedness/13601|Crises challenge organizations to respond creatively to high-stakes and novel circumstances. Today not only traditional emergency responders (police, firefighters, and emergency medical teams) must be ready for crises, but also private and nonprofit organizations, as well as a wider spectrum of public sector responders (for example, public health, transportation, and public works). Through study of cases of a range of actual crises and of conceptual frameworks for understanding the dynamics of crises, this course takes a managerial perspective on crisis management and emergency preparedness. It focuses both on what responders must do during the critical period of crisis response and on how organizations can prepare themselves for high performance in these situations. It examines how individuals and groups make decisions in crises, identifies the skills and management systems crises demand, considers the differences between managing routine emergencies and crises, and asks how organizations can effectively prepare for crises in advance.|Fall Term 2016|On campus with online option|13601
MGMT E-5095 Disaster Relief and Recovery|Arnold M. Howitt|http://extension.harvard.edu/academics/courses/disaster-relief-recovery/23490|When disasters strike—whether natural disasters, failures of critical technology systems, disease, terrorism, or civil conflict—society must respond to the needs of individuals, families, and communities whose lives have been severely disrupted. Then in ensuing weeks, months, and years, an affected city or region must initiate recovery from the physical damage, social and economic disruption, and demoralization of a catastrophe. This course focuses on the management of humanitarian relief—shelter, food, medical care, and the restoration of critical public services and basic economic activity—once disaster rescues have been accomplished; and it looks at the dynamics of community recovery in the aftermath of major disasters. But these processes are not exclusively post-disaster; society must take steps in advance to be prepared to provide relief rapidly and make recovery as speedy and complete as possible. Through intensive study of cases of actual disasters and of conceptual frameworks about relief and recovery, the course looks at examples in the United States and in other countries and considers the provision and coordination of international aid in disaster settings.|Spring Term 2017|On campus with online option|23490
MGMT E-5100 Essentials of Management|Leonard Kopelman|http://extension.harvard.edu/academics/courses/essentials-management/24767|This course introduces the important aspects of managing a business in a global economy. It teaches thoughtful decision making in connection with communications, marketing, human relations, efficiency, and the framework for making sound financial decisions amongst competing strategic priorities and objectives. It analyzes the risks and rewards of different types of management decision making. The course also covers corporate responsibility and ethics.|Spring Term 2017|On campus only|24767
MGMT E-5310 Leading and Managing Nonprofit Organizations|Patricia H. Deyton|http://extension.harvard.edu/academics/courses/leading-managing-nonprofit-organizations/13357|This course provides an introduction to the major issues and challenges leaders and managers face in increasing nonprofit organizational effectiveness. Topics include mission statements, ethics and leadership, managerial and financial controls, building organizational capacity, fundraising and revenue generation, marketing and the external environment, volunteer management, governance and boards of directors, evaluation of operations and programs, and sustainability.|Fall Term 2016|Online (live) web conference|13357
MGMT E-5320 Higher Education Management|G. Timothy Bowman|http://extension.harvard.edu/academics/courses/higher-education-management/23211|This is a survey course of leadership responsibilities and opportunities within higher education. Topics include governance, accreditation, institutional research, finance, facilities, fundraising, human resources, student life, recruitment and retention, leadership, and future trends. Students leave the course with an understanding of the overarching issues facing the leadership and administration of colleges and universities.|Spring Term 2017|Live web conference w/ required on-campus weekend|23211
MGMT E-5330 Principles and Practices of Fundraising|Frank White|http://extension.harvard.edu/academics/courses/principles-practices-fundraising/13439|This course provides broad exposure to managers, professional staff, and volunteers in the nonprofit sector who want to become more effective in using the strategies and methods of fundraising. Topics include an overview of philanthropy, prospect research, motivations for giving, communications, proposal writing, annual giving, comprehensive campaigns, gift planning, and ethical issues.|Fall Term 2016|On campus with online option|13439
MGMT E-5335 Strategic Planning and Fundraising|Sushma Raman|http://extension.harvard.edu/academics/courses/strategic-planning-fundraising/24736|This course builds students' capacity to identify, analyze, and frame key trends and phenomena in the external environment that can affect their organizations and equips them with tools and approaches for strategic planning for their nonprofit organizations or social enterprises. This course also helps students develop models for a fundraising plan that can align with their organization's strategic plan. This course is suited for executive directors and senior staff of nonprofit organizations, individuals interested in launching nonprofit organizations or social ventures, and board leaders.|Spring Term 2017|Live web conference w/ required on-campus weekend|24736
MGMT E-5420 Innovation, Entrepreneurship, and Business Transformation|William L. Wellman|http://extension.harvard.edu/academics/courses/innovation-entrepreneurship-business-transformation/13355|Entire industries are threatened by Uber-like disruptions, outsiders offering new and less expensive solutions for customer needs. Apple, Amazon, Skype, Uber and others have created uncontested markets, deliver higher value, redefine channels, and secure competitive advantages. Innovation, globalization, and digitalization are transforming every industry. Entrepreneurs and existing firms are compelled to create innovative environments, products, processes, services, and even new business models. Incremental improvements are not enough. This course focuses on creating new businesses, capturing new markets, and enhancing effectiveness through innovation, entrepreneurship, and organizational transformation. We examine successful strategies, business models, frameworks, funding options, barriers, and risks for introducing break-through products and services. Topics include business model innovation, design thinking, lean thinking, organizational learning, agility, and funding.|Fall Term 2016|On campus only|13355
MGMT E-5425 Design Thinking|Margaret C. Andrews|http://extension.harvard.edu/academics/courses/design-thinking/15139|Design thinking is a method of applying creativity to come up with novel solutions to tough problems. It's the process of immersing yourself in a problem space, thinking creatively around pain points and opportunity areas, then iteratively prototyping totally new solutions. Focused on listening, user empathy, whole-brain thinking, collaboration, and experimentation, design thinking can be applied within any team and in any field; from architecture and design to healthcare and product development. Everything from the Swiffer to the Apple Watch has been a result of design thinking, and the techniques and tools can also be applied to problems in the nonprofit and public sectors. This course delves into the fundamentals of this creative approach by immersing students in the doing of design thinking. Throughout the course, students learn how to empathize with the needs and motivations of the end users, come up with a large number of ideas for solving a problem, hone in on the right value proposition, and start to prototype a new offering.|Fall Term 2016|Live web conference w/ required on-campus weekend|15139
MGMT E-5445 Eco-entrepreneurship|Alice Nichols|http://extension.harvard.edu/academics/courses/eco-entrepreneurship/24768|This course introduces the concepts and practices of sustainable development, clean technology, and energy management. These areas are explored from a global perspective as they affect current and future opportunities and challenges related to the design, development, and commercialization of sustainable products, services, technologies, and new business models. The course explores the nature of the triple bottom line—the simultaneous delivery of economic, social, and environmental value—and teaches students to apply models, tools, best practices, and frameworks to incorporate social and environmental dimensions into the identification and ethical exploitation of business opportunities. The course design enables future entrepreneurs to identify specific green opportunities, develop a business plan, and provide guidance on how to secure funding and operationalize the plans.|Spring Term 2017|Online (live) web conference|24768
MGMT E-5472 Strategic Business Insight|Margaret C. Andrews|http://extension.harvard.edu/academics/courses/strategic-business-insight/15172|This intensive course focuses on developing a strategic understanding of how businesses create value by linking market opportunities to business models, execution, and financial outcomes. This course helps students answer some of the most important questions in running a business, including: How do businesses create value? What are the elements of a business model, and how do they fit together? What financial results should a business leader expect? What are the operational levers behind financial outcomes? How do markets evolve, and how should this affect the timing of investments in new areas? Who should be on your competitive radar? How can leaders align organizational systems and structure with their business model to improve organizational effectiveness? Drawing on both classic and current examples, the course is intensely interactive, with an emphasis on team-based problem solving.|Fall Term 2016|Live web conference w/ required on-campus weekend|15172
MGMT E-5500 The Business of Sports|Stephen A. Greyser|http://extension.harvard.edu/academics/courses/business-sports/23213|This course focuses on management issues across the sports industry—local, national, and global. Topics include new and established league and team development and marketing strategies, corporate sports sponsorship, broadcasting contracts, licensed  merchandise, event management, the role of agents, and athletes as endorsers. The perspective is strategy-based with an orientation to building fans, viewers, sponsorships, and revenues.|Spring Term 2017|On campus only|23213
MGMT E-5515 The Business of Football: The World's Game|Richard Volante|http://extension.harvard.edu/academics/courses/business-football-worlds-game/24726|This course looks at the landscape of the most popular sport in the world, association football (soccer). Throughout the course, lectures explore the development of the leagues and governing bodies, purchasing and operating a club, financing and constructing a multi-purpose venue, the roles of front office personnel, the development of talent, the rules that govern club operations and transfers, player health and safety, representing professional footballers, and more. Guests from across the world join us to add practical experience and substance to the theory and materials to be discussed.|Spring Term 2017|Online only|24726
MGMT E-5625 Sustainability and International Business: Challenges, Opportunities, and Strategies|Maurie Kelly|http://extension.harvard.edu/academics/courses/sustainability-international-business-challenges-opportunities-strategies/14484|Sustainability in international business is more than simply adopting sustainable practices—it has the potential to help companies gain competitive advantage. This course examines the global business environment in the context of sustainability and explores the challenges and opportunities that the new movement toward sustainability offers multinational enterprises and the countries in which they do business. It focuses on the meaning of sustainable development for profit-making global corporations, the effect of sustainability on global corporate development strategies, and how corporations and industries interact with nations to develop relationships and partnerships that support sustainable economic development. We investigate regions of the world such as Africa, Europe—particularly Scandinavia—Asia, and Latin America to learn about how multinationals are approaching sustainability in these regions. We also look at companies such as Unilever, Goodyear, SAB, Hitachi, Chevron, Coca Cola, and GlaxoSmithKline and study their specific approaches to sustainability. Topics covered in this course include corporate social and environmental responsibility; risk management; government, investor, and stakeholder expectations; the social and environmental footprint throughout the business value chain; and impacts and opportunities for multinationals in the age of climate change.|Fall Term 2016|Online (live) web conference|14484
MGMT E-5700 Management Consulting|Mukul Kumar|http://extension.harvard.edu/academics/courses/management-consulting/15083|This course offers an in-depth view of the management consulting industry. Topics include the structure, conduct, and performance of the management consulting industry; firms in the industry and their competitive strategies; key strategic and organizational issues facing these firms; ideas, tools, and frameworks that these firms have put into practice; problem-solving, communication, and client relation skills that are necessary for success in the industry; management consulting careers; and ethical issues facing management consultants. Conceptual material is illustrated and applied to the real world through rigorous class discussion of business cases, examples, group and individual exercises, and students' own business and consulting experiences. The course emphasizes hands-on practice and real-time feedback—simulating an actual consulting engagement.|Fall Term 2016|Live web conference w/ required on-campus weekend|15083
MGMT E-5725 Consulting with Clients for Management and Finance|William O'Brien|http://extension.harvard.edu/academics/courses/consulting-clients-management-finance/24759|This course provides the opportunity to apply the knowledge and skills students have acquired and developed in their graduate studies by helping their employer or another organization. Students work on real business problems with the selected organization as part of a student team or individually. They serve as a consultants for a client in a business environment to develop solutions that will be used by the organization. The process includes determination of the client's requirements, research, analysis, and the creation of recommendations in the form of an actionable/implementable plan for presentation to the client stakeholders. Students are encouraged to identify the type of organization and project that provides the best learning experience and aligns with their career goals. Projects may focus on various topics including, but not limited to, accounting, corporate strategy, marketing, financial management, globalization, product development, human resource management, operations management, supply chain management, or corporate social responsibility.|Spring Term 2017|On campus only|24759
MGMT E-5750 The Art and Science of Decision Making|Robert S. Duboff|http://extension.harvard.edu/academics/courses/art-science-decision-making/23687|This course helps students become aware of the factors that really influence decision outcomes. Using cases, readings about the latest scientific research, and discussions, students get both practical and academic insights. They should become better at making decisions and much better at understanding and influencing how others decide.|Spring Term 2017|On campus only|23687
MGMT E-5790 Ethics, Economics, and Organizations|Michele Jurgens|http://extension.harvard.edu/academics/courses/ethics-economics-organizations/24535|At a time when society's views on personal morality, social aims, and the environment often appear to conflict with business culture and goals, this course takes a closer look at how managers make decisions in results-driven enterprises. Students explore common organizational situations involving apparent trade-offs between profit or productivity goals and more qualitative values such as loyalty, reciprocity, fairness, honesty, or altruism. The situations explored include those relevant to marketing and commerce (price gouging in a crisis, for example), firm collaborations (transparency in partnerships), negotiations (trust), international development (standards and responsibility), lay-offs/downsizing (impacts), environmental crises (prevention and recuperation), and the management of corporate culture (values and leadership). This course is aimed at present or aspiring managers who are faced with making choices that involve complex human or societal issues and who wish to increase their preparedness and/or develop their skills at handling such issues in the workplace.|Spring Term 2017|Live web conference w/ required on-campus weekend|24535
MGMT E-5800 Judgment and Decision Making|Bruce Hay|http://extension.harvard.edu/academics/courses/judgment-decision-making/23375|The subject of this course is the nature of human judgment and decision making, with emphasis on the ways in which people's decisions depart from rational and ethical standards, particularly in business and organizational settings. The course combines insights from multiple disciplines, including psychology, economics, negotiation theory, and organizational behavior. Despite the instructor's affiliation with Harvard Law School, this is not a law course.|January session|On campus only|23375
